id,const_anon_id,response_auto_and_manual,manualresponse_exists_inc_post_count_nonresponse,manualresponse_exists,partycongruent,partycongruent_neat,issue,position,send_cat,mp_type_detailed,mp_type_abstain_nonreb,diff_mp_party_outliers_removed,diff_mp_party,has_response_info,respondent_reported_letter_status,lr_mp_party,word_total
637,65,FALSE,0,0,1,Constituent-party congruent,singlem,disagree,2-6,extreme rebel,rebel,NA,NA,1,0,NA,NA
637,65,FALSE,0,0,0,Constituent-party not congruent,skilled,agree,2-6,loyalist,loyalist,NA,NA,1,0,NA,NA
100,66,TRUE,0,0,0,Constituent-party not congruent,tuitionfree,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
640,66,TRUE,0,0,1,Constituent-party congruent,tuitionfree,agree,1,loyalist,loyalist,NA,NA,0,NA,NA,NA
271,67,TRUE,1,1,1,Constituent-party congruent,secondr,disagree,2-6,moderate rebel,rebel,0.04,0.04,0,NA,0.4054651081081644,25
271,67,FALSE,0,0,0,Constituent-party not congruent,regulation,agree,2-6,moderate rebel,rebel,NA,NA,0,NA,NA,NA
271,67,FALSE,0,0,0,Constituent-party not congruent,tuitionfree,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
641,67,FALSE,0,0,0,Constituent-party not congruent,secondr,agree,1,moderate rebel,rebel,NA,NA,0,NA,NA,NA
641,67,FALSE,0,0,1,Constituent-party congruent,regulation,disagree,2-6,moderate rebel,rebel,NA,NA,0,NA,NA,NA
641,67,FALSE,0,0,1,Constituent-party congruent,tuitionfree,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
115,68,TRUE,0,0,1,Constituent-party congruent,tuitionlevel,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
481,68,TRUE,0,0,0,Constituent-party not congruent,secondr,agree,1,loyalist,loyalist,NA,NA,1,0,NA,NA
651,68,TRUE,0,0,1,Constituent-party congruent,secondr,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
651,68,FALSE,0,0,0,Constituent-party not congruent,tuitionlevel,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
651,69,TRUE,1,1,1,Constituent-party congruent,skilled,agree,1,loyalist,loyalist,0.028571428571428574,0.028571428571428574,1,0,1.5040773967762742,245
652,69,TRUE,0,0,0,Constituent-party not congruent,skilled,disagree,2-6,loyalist,loyalist,NA,NA,1,0,NA,NA
379,70,TRUE,1,1,1,Constituent-party congruent,secondr,disagree,1,unclear rebel,rebel,NA,0.1111111111111111,1,0,0.6931471805599453,9
655,70,TRUE,1,1,0,Constituent-party not congruent,secondr,agree,2-6,unclear rebel,rebel,0.05253940455341506,0.05253940455341506,0,NA,1.6650077635889111,571
523,71,TRUE,0,0,1,Constituent-party congruent,tuitionlevel,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
658,71,TRUE,0,0,0,Constituent-party not congruent,tuitionlevel,disagree,1,loyalist,loyalist,NA,NA,1,0,NA,NA
393,72,FALSE,0,0,0,Constituent-party not congruent,skilled,agree,1,loyalist,loyalist,NA,NA,0,NA,NA,NA
393,72,TRUE,1,1,1,Constituent-party congruent,tuitionlevel,disagree,2-6,loyalist,loyalist,0.014285714285714285,0.014285714285714285,0,NA,0.6931471805599453,70
657,72,FALSE,0,0,1,Constituent-party congruent,skilled,disagree,2-6,loyalist,loyalist,NA,NA,1,0,NA,NA
661,72,TRUE,1,1,0,Constituent-party not congruent,tuitionlevel,agree,2-6,loyalist,loyalist,0.021739130434782608,0.021739130434782608,0,NA,0.6931471805599453,46
45,73,TRUE,1,1,0,Constituent-party not congruent,secondr,agree,1,loyalist,loyalist,0.020033388981636056,0.020033388981636056,0,NA,0.8472978603872037,599
45,73,TRUE,1,1,1,Constituent-party congruent,immigration,disagree,beyond 6,loyalist,loyalist,-0.004,-0.004,0,NA,-0.11778303565638351,250
47,73,TRUE,1,1,0,Constituent-party not congruent,customs,disagree,2-6,extreme rebel,rebel,0.035398230088495575,0.035398230088495575,1,0,0.6931471805599453,113
47,73,TRUE,1,1,0,Constituent-party not congruent,regulation,agree,beyond 6,loyalist,loyalist,0.018987341772151903,0.018987341772151903,1,0,0.8266785731844679,474
47,73,TRUE,1,1,1,Constituent-party congruent,singlem,disagree,beyond 6,extreme rebel,rebel,0.01442307692307692,0.01442307692307692,1,0,0.28768207245178085,208
49,73,TRUE,1,1,1,Constituent-party congruent,customs,agree,2-6,extreme rebel,rebel,0.0072202166064981935,0.0072202166064981935,0,NA,0.20067069546215124,277
49,73,TRUE,1,1,1,Constituent-party congruent,tuitionlevel,disagree,beyond 6,loyalist,loyalist,-0.010204081632653062,-0.010204081632653062,0,NA,-0.3364722366212129,196
292,73,TRUE,1,1,1,Constituent-party congruent,freedomm,disagree,2-6,extreme rebel,rebel,-0.004,-0.004,0,NA,-0.11778303565638351,250
292,73,TRUE,1,1,0,Constituent-party not congruent,skilled,agree,beyond 6,loyalist,loyalist,-0.004,-0.004,0,NA,-0.11778303565638351,250
293,73,TRUE,1,1,1,Constituent-party congruent,regulation,disagree,beyond 6,loyalist,loyalist,-0.004,-0.004,0,NA,-0.11778303565638351,250
293,73,TRUE,1,1,0,Constituent-party not congruent,tuitionfree,disagree,beyond 6,loyalist,loyalist,-0.030188679245283016,-0.030188679245283016,0,NA,-0.9555114450274363,265
368,73,TRUE,1,1,0,Constituent-party not congruent,freedomm,agree,2-6,extreme rebel,rebel,0.003318584070796462,0.003318584070796462,1,0,0.16251892949777494,904
368,73,TRUE,1,1,0,Constituent-party not congruent,immigration,agree,beyond 6,loyalist,loyalist,0.013392857142857144,0.013392857142857144,1,0,0.3184537311185346,224
368,73,TRUE,1,1,0,Constituent-party not congruent,tuitionlevel,agree,beyond 6,loyalist,loyalist,-0.010204081632653062,-0.010204081632653062,1,0,-0.3364722366212129,196
369,73,TRUE,1,1,1,Constituent-party congruent,secondr,disagree,2-6,loyalist,loyalist,0.04464285714285714,0.04464285714285714,0,NA,0.8109302162163288,112
369,73,TRUE,1,1,0,Constituent-party not congruent,singlem,agree,beyond 6,extreme rebel,rebel,0,0,0,NA,0,167
662,73,TRUE,1,1,1,Constituent-party congruent,skilled,disagree,beyond 6,loyalist,loyalist,-0.004,-0.004,0,NA,-0.11778303565638351,250
662,73,TRUE,1,1,1,Constituent-party congruent,tuitionfree,agree,beyond 6,loyalist,loyalist,-0.03585657370517928,-0.03585657370517928,0,NA,-1.1786549963416462,251
384,74,TRUE,0,0,0,Constituent-party not congruent,regulation,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
487,74,TRUE,0,0,1,Constituent-party congruent,tuitionlevel,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
507,74,TRUE,1,0,0,Constituent-party not congruent,freedomm,agree,2-6,loyalist,loyalist,NA,NA,1,1,NA,NA
537,74,FALSE,0,0,1,Constituent-party congruent,skilled,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
566,74,TRUE,0,0,0,Constituent-party not congruent,tuitionlevel,agree,beyond 6,loyalist,loyalist,NA,NA,1,0,NA,NA
568,74,TRUE,1,1,1,Constituent-party congruent,secondr,disagree,1,loyalist,loyalist,-0.0028436018957345988,-0.0028436018957345988,1,0,-0.09844007281325252,1055
568,74,TRUE,1,1,1,Constituent-party congruent,freedomm,disagree,2-6,loyalist,loyalist,-0.005976095617529882,-0.005976095617529882,1,0,-0.09844007281325252,502
568,74,TRUE,1,1,0,Constituent-party not congruent,skilled,agree,beyond 6,loyalist,loyalist,-0.0028436018957345988,-0.0028436018957345988,1,0,-0.09844007281325252,1055
576,74,TRUE,0,0,0,Constituent-party not congruent,secondr,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
667,74,TRUE,1,0,1,Constituent-party congruent,regulation,disagree,2-6,loyalist,loyalist,NA,NA,1,1,NA,NA
61,75,FALSE,0,0,0,Constituent-party not congruent,singlem,agree,2-6,moderate rebel,rebel,NA,NA,0,NA,NA,NA
61,75,FALSE,0,0,1,Constituent-party congruent,skilled,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
61,75,FALSE,0,0,0,Constituent-party not congruent,tuitionlevel,agree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
632,75,FALSE,0,0,1,Constituent-party congruent,singlem,disagree,2-6,moderate rebel,rebel,NA,NA,0,NA,NA,NA
674,75,FALSE,0,0,1,Constituent-party congruent,secondr,disagree,1,moderate rebel,rebel,NA,NA,0,NA,NA,NA
674,75,FALSE,0,0,1,Constituent-party congruent,tuitionlevel,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
681,75,FALSE,0,0,0,Constituent-party not congruent,secondr,agree,2-6,moderate rebel,rebel,NA,NA,0,NA,NA,NA
681,75,FALSE,0,0,0,Constituent-party not congruent,skilled,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
10,76,FALSE,0,0,0,Constituent-party not congruent,freedomm,agree,2-6,moderate rebel,rebel,NA,NA,0,NA,NA,NA
10,76,FALSE,0,0,1,Constituent-party congruent,immigration,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
10,76,FALSE,0,0,1,Constituent-party congruent,tuitionlevel,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
245,76,TRUE,1,1,0,Constituent-party not congruent,customs,disagree,2-6,moderate rebel,rebel,0.005277044854881268,0.005277044854881268,1,0,0.20067069546215124,379
245,76,FALSE,0,0,1,Constituent-party congruent,singlem,disagree,beyond 6,moderate rebel,rebel,NA,NA,1,0,NA,NA
245,76,FALSE,0,0,0,Constituent-party not congruent,tuitionlevel,agree,beyond 6,loyalist,loyalist,NA,NA,1,0,NA,NA
248,76,FALSE,0,0,1,Constituent-party congruent,secondr,disagree,1,bothways rebel,rebel,NA,NA,0,NA,NA,NA
248,76,FALSE,0,0,1,Constituent-party congruent,freedomm,disagree,2-6,moderate rebel,rebel,NA,NA,0,NA,NA,NA
683,76,FALSE,0,0,0,Constituent-party not congruent,secondr,agree,2-6,bothways rebel,rebel,NA,NA,1,0,NA,NA
683,76,FALSE,0,0,0,Constituent-party not congruent,immigration,agree,beyond 6,loyalist,loyalist,NA,NA,1,0,NA,NA
686,76,TRUE,1,1,1,Constituent-party congruent,customs,agree,2-6,moderate rebel,rebel,0.025280898876404494,0.025280898876404494,1,0,0.9162907318741551,356
686,76,TRUE,1,1,0,Constituent-party not congruent,singlem,agree,beyond 6,moderate rebel,rebel,0.025280898876404494,0.025280898876404494,1,0,0.9162907318741551,356
152,77,TRUE,1,1,1,Constituent-party congruent,secondr,disagree,2-6,loyalist,loyalist,-0.024390243902439025,-0.024390243902439025,0,NA,-0.6931471805599453,41
152,77,TRUE,1,1,1,Constituent-party congruent,customs,disagree,2-6,loyalist,loyalist,0.020725388601036267,0.020725388601036267,0,NA,0.6931471805599453,193
661,77,TRUE,1,1,0,Constituent-party not congruent,customs,agree,2-6,loyalist,loyalist,0.01639344262295082,0.01639344262295082,0,NA,0.5596157879354227,183
691,77,TRUE,1,1,0,Constituent-party not congruent,secondr,agree,1,loyalist,loyalist,0.047619047619047616,0.047619047619047616,1,0,1.0986122886681098,42
689,78,TRUE,1,1,0,Constituent-party not congruent,skilled,disagree,2-6,loyalist,loyalist,0.07017543859649122,0.07017543859649122,0,NA,1.6094379124341003,57
692,78,TRUE,1,1,1,Constituent-party congruent,skilled,agree,1,loyalist,loyalist,0,0,0,NA,0,44
684,79,TRUE,0,0,1,Constituent-party congruent,regulation,agree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
684,79,TRUE,1,0,1,Constituent-party congruent,skilled,agree,beyond 6,loyalist,loyalist,0.06140350877192982,0.06140350877192982,1,1,2.0794415416798357,114
685,79,TRUE,0,0,0,Constituent-party not congruent,secondr,agree,1,loyalist,loyalist,NA,NA,0,NA,NA,NA
685,79,FALSE,0,0,0,Constituent-party not congruent,customs,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
685,79,TRUE,1,1,0,Constituent-party not congruent,tuitionfree,agree,beyond 6,loyalist,loyalist,NA,0.13636363636363635,0,NA,1.3862943611198906,22
687,79,TRUE,0,0,1,Constituent-party congruent,secondr,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
687,79,FALSE,0,0,1,Constituent-party congruent,customs,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
687,79,FALSE,0,0,1,Constituent-party congruent,freedomm,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
690,79,TRUE,1,1,0,Constituent-party not congruent,freedomm,agree,2-6,loyalist,loyalist,NA,0.125,0,NA,1.3862943611198906,24
690,79,TRUE,1,1,1,Constituent-party congruent,immigration,agree,beyond 6,loyalist,loyalist,NA,0.125,0,NA,1.3862943611198906,24
690,79,TRUE,1,1,1,Constituent-party congruent,tuitionfree,disagree,beyond 6,loyalist,loyalist,NA,0.13636363636363635,0,NA,1.3862943611198906,22
697,79,TRUE,1,0,0,Constituent-party not congruent,regulation,disagree,beyond 6,loyalist,loyalist,NA,NA,1,1,NA,NA
697,79,TRUE,1,0,0,Constituent-party not congruent,immigration,disagree,beyond 6,loyalist,loyalist,NA,NA,1,1,NA,NA
697,79,TRUE,1,0,0,Constituent-party not congruent,skilled,disagree,beyond 6,loyalist,loyalist,NA,NA,1,1,NA,NA
193,80,TRUE,0,0,1,Constituent-party congruent,tuitionlevel,agree,1,loyalist,loyalist,NA,NA,0,NA,NA,NA
700,80,TRUE,0,0,0,Constituent-party not congruent,tuitionlevel,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
628,81,TRUE,1,1,1,Constituent-party congruent,skilled,disagree,1,loyalist,loyalist,0.009090909090909087,0.009090909090909087,0,NA,0.15415067982725836,110
628,81,TRUE,0,0,1,Constituent-party congruent,tuitionfree,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
700,81,TRUE,0,0,0,Constituent-party not congruent,skilled,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
700,81,TRUE,0,0,0,Constituent-party not congruent,tuitionfree,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
699,82,FALSE,0,0,1,Constituent-party congruent,secondr,disagree,1,unclear rebel,loyalist,NA,NA,0,NA,NA,NA
699,82,TRUE,1,1,0,Constituent-party not congruent,singlem,agree,2-6,loyalist,loyalist,0.05128205128205128,0.05128205128205128,0,NA,1.3862943611198906,117
699,82,FALSE,0,0,0,Constituent-party not congruent,immigration,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
701,82,FALSE,0,0,0,Constituent-party not congruent,secondr,agree,2-6,unclear rebel,loyalist,NA,NA,0,NA,NA,NA
701,82,FALSE,0,0,1,Constituent-party congruent,singlem,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
701,82,TRUE,1,1,1,Constituent-party congruent,immigration,disagree,2-6,loyalist,loyalist,0.008333333333333335,0.008333333333333335,0,NA,0.28768207245178085,120
383,83,TRUE,1,1,1,Constituent-party congruent,skilled,disagree,2-6,loyalist,loyalist,0.003802281368821294,0.003802281368821294,1,0,0.15415067982725836,526
702,83,TRUE,1,1,0,Constituent-party not congruent,skilled,agree,1,loyalist,loyalist,-0.03594771241830065,-0.03594771241830065,0,NA,-1.8718021769015913,306
79,84,TRUE,1,0,0,Constituent-party not congruent,singlem,agree,beyond 6,loyalist,loyalist,NA,NA,1,1,NA,NA
79,84,TRUE,1,0,1,Constituent-party congruent,immigration,disagree,beyond 6,loyalist,loyalist,NA,NA,1,1,NA,NA
137,84,FALSE,0,0,1,Constituent-party congruent,freedomm,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
137,84,FALSE,0,0,1,Constituent-party congruent,singlem,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
137,84,FALSE,0,0,0,Constituent-party not congruent,tuitionfree,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
675,84,TRUE,1,1,0,Constituent-party not congruent,immigration,agree,beyond 6,loyalist,loyalist,-0.02348993288590604,-0.02348993288590604,0,NA,-1.5040773967762742,298
675,84,TRUE,1,1,0,Constituent-party not congruent,tuitionlevel,agree,beyond 6,loyalist,loyalist,-0.01818181818181818,-0.01818181818181818,0,NA,-0.40546510810816444,55
687,84,FALSE,0,0,0,Constituent-party not congruent,secondr,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
687,84,FALSE,0,0,1,Constituent-party congruent,regulation,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
687,84,FALSE,0,0,1,Constituent-party congruent,tuitionfree,agree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
695,84,FALSE,0,0,0,Constituent-party not congruent,freedomm,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
695,84,FALSE,0,0,1,Constituent-party congruent,skilled,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
695,84,FALSE,0,0,1,Constituent-party congruent,tuitionlevel,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
705,84,FALSE,0,0,1,Constituent-party congruent,secondr,disagree,1,loyalist,loyalist,NA,NA,0,NA,NA,NA
705,84,FALSE,0,0,0,Constituent-party not congruent,regulation,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
705,84,FALSE,0,0,0,Constituent-party not congruent,skilled,agree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
652,85,TRUE,0,0,1,Constituent-party congruent,customs,agree,1,unclear rebel,loyalist,NA,NA,0,NA,NA,NA
652,85,TRUE,1,1,0,Constituent-party not congruent,tuitionlevel,agree,2-6,loyalist,loyalist,-0.0078125,-0.0078125,0,NA,-0.1823215567939546,128
656,85,TRUE,0,0,0,Constituent-party not congruent,customs,disagree,2-6,unclear rebel,loyalist,NA,NA,0,NA,NA,NA
656,85,TRUE,0,0,0,Constituent-party not congruent,regulation,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
705,85,TRUE,0,0,1,Constituent-party congruent,regulation,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
705,85,TRUE,1,1,1,Constituent-party congruent,tuitionlevel,disagree,2-6,loyalist,loyalist,0.041237113402061855,0.041237113402061855,0,NA,1.6094379124341003,97
706,86,TRUE,1,1,1,Constituent-party congruent,skilled,agree,1,loyalist,loyalist,0.030303030303030304,0.030303030303030304,1,0,1.3217558399823195,363
707,86,TRUE,1,1,1,Constituent-party congruent,tuitionlevel,agree,2-6,loyalist,loyalist,0.02631578947368421,0.02631578947368421,0,NA,0.8109302162163288,190
710,86,TRUE,1,1,0,Constituent-party not congruent,skilled,disagree,2-6,loyalist,loyalist,0.01474201474201474,0.01474201474201474,0,NA,0.9162907318741551,407
710,86,TRUE,0,0,0,Constituent-party not congruent,tuitionlevel,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
703,87,TRUE,1,1,1,Constituent-party congruent,customs,agree,2-6,extreme rebel,rebel,0.010714285714285714,0.010714285714285714,0,NA,0.4054651081081644,280
703,87,TRUE,0,0,1,Constituent-party congruent,freedomm,disagree,2-6,extreme rebel,rebel,NA,NA,0,NA,NA,NA
703,87,TRUE,1,1,0,Constituent-party not congruent,immigration,agree,2-6,loyalist,loyalist,-0.016129032258064516,-0.016129032258064516,0,NA,-0.40546510810816444,124
713,87,TRUE,1,1,0,Constituent-party not congruent,customs,disagree,1,extreme rebel,rebel,0.02932551319648094,0.02932551319648094,1,0,1.252762968495368,341
713,87,TRUE,0,0,0,Constituent-party not congruent,freedomm,agree,2-6,extreme rebel,rebel,NA,NA,1,0,NA,NA
713,87,TRUE,1,1,1,Constituent-party congruent,immigration,disagree,2-6,loyalist,loyalist,0.026455026455026454,0.026455026455026454,1,1,1.252762968495368,189
326,88,TRUE,1,1,1,Constituent-party congruent,customs,agree,1,extreme rebel,rebel,0.011627906976744186,0.011627906976744186,0,NA,0.4519851237430572,344
326,88,TRUE,1,1,0,Constituent-party not congruent,freedomm,agree,2-6,extreme rebel,rebel,0,0,0,NA,0,89
326,88,TRUE,1,1,1,Constituent-party congruent,immigration,disagree,2-6,loyalist,loyalist,0.007194244604316545,0.007194244604316545,0,NA,0.4054651081081644,278
716,88,TRUE,1,1,0,Constituent-party not congruent,customs,disagree,2-6,extreme rebel,rebel,-0.028169014084507043,-0.028169014084507043,0,NA,-1.2992829841302609,284
716,88,TRUE,1,1,1,Constituent-party congruent,freedomm,disagree,2-6,extreme rebel,rebel,-0.019672131147540985,-0.019672131147540985,0,NA,-0.7884573603642702,305
716,88,FALSE,0,0,0,Constituent-party not congruent,immigration,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
708,89,TRUE,1,0,0,Constituent-party not congruent,customs,disagree,2-6,unclear rebel,loyalist,NA,NA,1,1,NA,NA
708,89,TRUE,1,0,1,Constituent-party congruent,freedomm,disagree,2-6,loyalist,loyalist,NA,NA,1,1,NA,NA
708,89,TRUE,1,0,0,Constituent-party not congruent,immigration,agree,2-6,loyalist,loyalist,NA,NA,1,1,NA,NA
709,89,TRUE,1,0,1,Constituent-party congruent,customs,agree,1,unclear rebel,loyalist,NA,NA,1,1,NA,NA
709,89,FALSE,0,0,0,Constituent-party not congruent,tuitionlevel,agree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
716,89,FALSE,0,0,0,Constituent-party not congruent,freedomm,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
716,89,FALSE,0,0,1,Constituent-party congruent,immigration,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
716,89,FALSE,0,0,1,Constituent-party congruent,tuitionlevel,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
706,90,FALSE,0,0,0,Constituent-party not congruent,customs,disagree,2-6,unclear rebel,loyalist,NA,NA,0,NA,NA,NA
706,90,FALSE,0,0,1,Constituent-party congruent,singlem,disagree,beyond 6,extreme rebel,rebel,NA,NA,0,NA,NA,NA
706,90,FALSE,0,0,1,Constituent-party congruent,immigration,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
711,90,FALSE,0,0,1,Constituent-party congruent,secondr,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
711,90,FALSE,0,0,0,Constituent-party not congruent,freedomm,agree,2-6,extreme rebel,rebel,NA,NA,0,NA,NA,NA
711,90,FALSE,0,0,0,Constituent-party not congruent,immigration,agree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
713,90,TRUE,0,0,0,Constituent-party not congruent,secondr,agree,1,loyalist,loyalist,NA,NA,0,NA,NA,NA
713,90,FALSE,0,0,1,Constituent-party congruent,tuitionfree,agree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
713,90,FALSE,0,0,1,Constituent-party congruent,tuitionlevel,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
714,90,FALSE,0,0,0,Constituent-party not congruent,singlem,agree,beyond 6,extreme rebel,rebel,NA,NA,0,NA,NA,NA
714,90,FALSE,0,0,0,Constituent-party not congruent,tuitionlevel,agree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
715,90,FALSE,0,0,1,Constituent-party congruent,freedomm,disagree,2-6,extreme rebel,rebel,NA,NA,0,NA,NA,NA
715,90,FALSE,0,0,0,Constituent-party not congruent,skilled,agree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
715,90,FALSE,0,0,0,Constituent-party not congruent,tuitionfree,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
717,90,FALSE,0,0,1,Constituent-party congruent,customs,agree,2-6,unclear rebel,loyalist,NA,NA,1,0,NA,NA
717,90,FALSE,0,0,1,Constituent-party congruent,skilled,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
399,91,TRUE,0,0,1,Constituent-party congruent,secondr,disagree,1,unclear rebel,rebel,NA,NA,0,NA,NA,NA
399,91,TRUE,0,0,1,Constituent-party congruent,tuitionfree,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
399,91,TRUE,0,0,1,Constituent-party congruent,tuitionlevel,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
558,91,TRUE,0,0,0,Constituent-party not congruent,secondr,agree,2-6,unclear rebel,rebel,NA,NA,0,NA,NA,NA
561,91,TRUE,0,0,0,Constituent-party not congruent,tuitionfree,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
719,91,TRUE,0,0,0,Constituent-party not congruent,tuitionlevel,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
715,92,TRUE,1,1,1,Constituent-party congruent,customs,agree,1,loyalist,loyalist,0.03626943005181347,0.03626943005181347,1,1,2.0794415416798357,193
715,92,TRUE,1,0,0,Constituent-party not congruent,singlem,agree,2-6,loyalist,loyalist,-0.005128205128205131,-0.005128205128205131,1,1,-0.10536051565782628,195
715,92,TRUE,1,0,1,Constituent-party congruent,skilled,disagree,2-6,loyalist,loyalist,0.020512820512820516,0.020512820512820516,1,1,0.36772478012531734,195
720,92,TRUE,1,0,0,Constituent-party not congruent,customs,disagree,2-6,loyalist,loyalist,NA,NA,1,1,NA,NA
720,92,TRUE,1,0,1,Constituent-party congruent,singlem,disagree,2-6,loyalist,loyalist,NA,NA,1,1,NA,NA
720,92,TRUE,1,0,0,Constituent-party not congruent,skilled,agree,2-6,loyalist,loyalist,NA,NA,1,1,NA,NA
334,93,TRUE,1,1,0,Constituent-party not congruent,freedomm,agree,2-6,loyalist,loyalist,-0.0023446658851113723,-0.0023446658851113723,1,1,-0.11778303565638351,853
334,93,TRUE,1,1,0,Constituent-party not congruent,singlem,agree,beyond 6,loyalist,loyalist,-0.0023446658851113723,-0.0023446658851113723,0,NA,-0.11778303565638351,853
334,93,TRUE,1,1,1,Constituent-party congruent,skilled,agree,beyond 6,loyalist,loyalist,-0.0023446658851113723,-0.0023446658851113723,0,NA,-0.11778303565638351,853
720,93,TRUE,0,0,1,Constituent-party congruent,secondr,disagree,1,loyalist,loyalist,NA,NA,0,NA,NA,NA
720,93,TRUE,0,0,1,Constituent-party congruent,regulation,agree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
720,93,TRUE,0,0,0,Constituent-party not congruent,tuitionlevel,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
721,93,TRUE,1,1,1,Constituent-party congruent,singlem,disagree,beyond 6,loyalist,loyalist,-0.0023419203747072626,-0.0023419203747072626,0,NA,-0.11778303565638351,854
721,93,TRUE,1,1,0,Constituent-party not congruent,immigration,disagree,beyond 6,loyalist,loyalist,-0.0023419203747072626,-0.0023419203747072626,0,NA,-0.11778303565638351,854
721,93,TRUE,1,1,0,Constituent-party not congruent,skilled,disagree,beyond 6,loyalist,loyalist,-0.0023419203747072626,-0.0023419203747072626,0,NA,-0.11778303565638351,854
722,93,TRUE,1,1,1,Constituent-party congruent,customs,disagree,2-6,unclear rebel,loyalist,-0.0023446658851113723,-0.0023446658851113723,0,NA,-0.11778303565638351,853
722,93,TRUE,1,1,0,Constituent-party not congruent,regulation,disagree,beyond 6,loyalist,loyalist,-0.0023446658851113723,-0.0023446658851113723,0,NA,-0.11778303565638351,853
723,93,TRUE,1,1,0,Constituent-party not congruent,secondr,agree,2-6,loyalist,loyalist,-0.0023446658851113723,-0.0023446658851113723,0,NA,-0.11778303565638351,853
723,93,TRUE,1,1,0,Constituent-party not congruent,customs,agree,2-6,unclear rebel,loyalist,-0.0023446658851113723,-0.0023446658851113723,0,NA,-0.11778303565638351,853
