Winner17,leaveHanretty,Majority17,c11Degree,mp_first_start,frontbench,in_experiment,in_experimentn,Region
2,45.86215909,1.0765325310267018,18.923485692595904,1997-05-01,TRUE,Included (letters sent),Included,9
1,54.89119115,30.40301464864482,14.437680471005887,2010-05-06,FALSE,Included (letters sent),Included,6
1,55.21257568,27.571718841478116,14.530522659849016,2010-05-06,TRUE,Excluded (no letters),Excluded,6
1,54.02620066,32.72609938231769,13.754137807261271,2015-05-08,FALSE,Excluded (no letters),Excluded,6
1,63.24870026,32.974529432226646,10.850293148271023,2010-05-06,TRUE,Excluded (no letters),Excluded,6
2,59.93816529,22.16089202190153,12.348972414288106,2010-05-06,FALSE,Included (letters sent),Included,1
1,54.199342800000004,40.393223316386,18.49819868610045,2010-05-06,TRUE,Included (letters sent),Included,8
1,51.85155398,43.137560098232505,20.090118632731368,2005-05-05,TRUE,Excluded (no letters),Excluded,8
1,40.74971314,35.72610537463595,28.03501497350841,2005-05-05,TRUE,Included (letters sent),Included,8
1,46.44059275,31.920106438213914,19.52470748076225,1983-06-09,FALSE,Excluded (no letters),Excluded,8
1,51.28387875,24.43332691937656,21.554683030838838,2015-05-08,FALSE,Excluded (no letters),Excluded,7
1,51.67437686,29.01925914714896,21.344036225172378,1987-06-11,FALSE,Included (letters sent),Included,5
2,61.79255368,37.452714809863764,9.768537897462133,2015-05-08,TRUE,Excluded (no letters),Excluded,10
2,43.40078475,28.42658655651521,18.867924528301888,1997-05-01,FALSE,Excluded (no letters),Excluded,10
1,57.28561384,15.17910801114531,10.785966884470362,2010-05-06,TRUE,Excluded (no letters),Excluded,9
1,51.653094089999996,4.805835657584209,14.222589103622415,2010-05-06,TRUE,Excluded (no letters),Excluded,9
1,65.99235865,26.208872850774785,9.601849206555334,2010-05-06,FALSE,Included (letters sent),Included,5
1,45.631558160000004,30.10627901294894,24.768831917038746,2010-05-06,TRUE,Included (letters sent),Included,2
1,52.92471057,25.196263460897978,14.934135324995285,2015-05-08,TRUE,Excluded (no letters),Excluded,9
1,66.19103401999999,1.611242894866401,9.09256687567507,2015-05-08,FALSE,Excluded (no letters),Excluded,5
1,53.64874667,38.20662108184957,16.477757314314672,1997-05-01,FALSE,Excluded (no letters),Excluded,9
1,65.18256162,22.220382824624934,9.232452670990877,1983-06-09,FALSE,Excluded (no letters),Excluded,8
1,61.69104703,12.837416839185579,11.775526628428354,2015-05-08,FALSE,Excluded (no letters),Excluded,8
1,56.43278105,33.97343059951009,15.500234852043212,2015-05-08,FALSE,Excluded (no letters),Excluded,3
1,52.1900806,23.813375419214836,15.187796550042126,2015-05-08,FALSE,Excluded (no letters),Excluded,9
1,70.25530969,0.6855439642324889,10.10073994829277,2010-05-06,TRUE,Excluded (no letters),Excluded,6
1,57.8205268,34.24889734497968,12.972799763369034,2010-05-06,FALSE,Excluded (no letters),Excluded,9
1,52.857431909999995,41.30950498181243,18.53992200984466,2015-05-08,FALSE,Excluded (no letters),Excluded,8
2,25.58758409,26.573378487562533,44.08669222219702,2016-06-17,TRUE,Included (letters sent),Included,7
1,62.453668009999994,27.910657755891666,9.566891716757798,2015-05-08,TRUE,Excluded (no letters),Excluded,9
2,60.77521646,26.64654297535715,9.156630188909947,2015-05-08,TRUE,Excluded (no letters),Excluded,10
1,53.89136358,26.809230157151383,15.880847169190728,2010-05-06,FALSE,Excluded (no letters),Excluded,9
2,23.77702633,70.09465129005451,22.791778444845573,2000-06-22,FALSE,Excluded (no letters),Excluded,7
1,45.85036987,6.694087948170248,18.046890655266846,2010-05-06,TRUE,Excluded (no letters),Excluded,9
1,44.646337190000004,30.373185264439485,22.847757271695635,2005-05-05,TRUE,Excluded (no letters),Excluded,8
3,33.31585769,14.726203047216774,39.65003557452864,1997-05-01,FALSE,Excluded (no letters),Excluded,7
2,47.637004090000005,20.517781138977803,18.471620570920805,1997-05-01,FALSE,Included (letters sent),Included,1
2,59.52071882,37.161797579588374,11.645114857068082,2010-05-06,TRUE,Included (letters sent),Included,1
1,57.1873736,10.78082837195357,19.03756756426994,2001-06-07,FALSE,Excluded (no letters),Excluded,7
2,56.55908168,6.149829386826595,10.185009241824872,1997-05-01,TRUE,Included (letters sent),Included,10
1,52.55067009,4.076845750027924,15.553360184411178,2010-05-06,TRUE,Excluded (no letters),Excluded,10
2,22.42839619,36.790087569492385,42.810593167572954,1989-06-15,FALSE,Included (letters sent),Included,7
2,62.765067249999994,4.7014086941491655,10.97107438016529,2005-05-05,FALSE,Excluded (no letters),Excluded,3
2,49.92311963,48.228651789961326,10.463301802112822,1992-04-09,FALSE,Excluded (no letters),Excluded,2
1,74.18521817,6.823547930111758,5.966502890957952,2017-06-09,FALSE,Excluded (no letters),Excluded,5
2,61.635275869999994,20.17607551279724,10.67143288956644,2010-05-06,TRUE,Excluded (no letters),Excluded,5
2,33.48858552,66.50395696155205,23.999488110195912,2010-05-06,FALSE,Included (letters sent),Included,7
2,56.28990700999999,24.57954491920667,10.953355883923804,2010-05-06,TRUE,Excluded (no letters),Excluded,1
1,46.45965101,27.3261847111726,23.347526715229147,2005-05-05,FALSE,Excluded (no letters),Excluded,8
2,61.62753511,40.99636870118888,11.685566288674226,1982-10-28,FALSE,Excluded (no letters),Excluded,5
2,58.074391049999996,19.749778428179813,12.185876194282914,1997-05-01,FALSE,Excluded (no letters),Excluded,2
2,51.11005434,4.111621904992338,19.095670391061454,2017-06-09,FALSE,Excluded (no letters),Excluded,2
2,41.64027399,2.2310609564332626,26.4690490430622,2017-06-09,FALSE,Excluded (no letters),Excluded,5
1,67.76303004,18.038068591292554,9.43757121927397,2015-05-08,FALSE,Excluded (no letters),Excluded,5
2,61.851332400000004,31.89234485138266,7.987397815436288,2005-05-05,TRUE,Included (letters sent),Included,1
1,51.15197788,3.569356765057158,21.086427367748612,2010-05-06,TRUE,Excluded (no letters),Excluded,6
1,63.41421905,17.494399513991723,7.392696229547072,2010-05-06,FALSE,Excluded (no letters),Excluded,6
1,52.77483489,39.077798359354325,16.681420758400737,2015-05-08,TRUE,Excluded (no letters),Excluded,8
2,50.55283696,7.760851955031316,16.27444340980276,2017-06-09,TRUE,Excluded (no letters),Excluded,2
1,63.01966543,23.40345604808415,10.168592313133695,2005-05-05,FALSE,Included (letters sent),Included,4
1,53.63034818,12.461581447331657,14.5071317610507,2015-05-08,FALSE,Included (letters sent),Included,9
1,52.822556109999994,14.261936557703844,20.22327029413131,2005-05-05,FALSE,Excluded (no letters),Excluded,6
2,70.27929536,33.68375543268027,6.937659544141085,1997-05-01,TRUE,Included (letters sent),Included,3
2,68.17501793000001,19.72735178269988,8.217232226128129,2001-06-07,TRUE,Excluded (no letters),Excluded,5
2,68.67089363,12.356624369701336,6.758341930833699,2000-11-23,FALSE,Excluded (no letters),Excluded,5
2,47.96501844,60.54226790538314,23.273836348419493,2005-05-05,TRUE,Excluded (no letters),Excluded,7
2,33.654802769999996,26.589675482157293,41.47882851461233,1997-05-01,FALSE,Included (letters sent),Included,7
3,47.05617359,1.5032793545765861,19.894698313483683,2005-05-05,FALSE,Included (letters sent),Included,2
1,57.20144602,20.462642914118586,10.911710614171753,2005-05-05,TRUE,Excluded (no letters),Excluded,9
2,62.958890690000004,33.71124479407682,10.18763197586727,2010-05-06,FALSE,Excluded (no letters),Excluded,2
1,50.30214983,42.596730346702415,18.773126978543793,1997-05-01,FALSE,Excluded (no letters),Excluded,9
1,56.88136727999999,33.47153476648828,13.055974070369572,2001-06-07,TRUE,Excluded (no letters),Excluded,9
1,29.36939468,10.910996390171952,45.49402960505489,2005-05-05,TRUE,Excluded (no letters),Excluded,7
1,39.63737859,17.494226327944574,28.157300551931762,2010-05-06,TRUE,Excluded (no letters),Excluded,8
1,46.65907704,41.512583223604906,26.19024198308086,2005-05-05,FALSE,Excluded (no letters),Excluded,8
2,46.54894164,18.415753955083527,16.82927647019379,2010-05-06,FALSE,Excluded (no letters),Excluded,2
2,44.69019958,12.206775727514731,18.660904116273397,2015-05-08,TRUE,Excluded (no letters),Excluded,2
1,60.46842975,37.86681830182165,12.375013887345851,2010-05-06,FALSE,Excluded (no letters),Excluded,6
1,46.34465746,34.86303280975594,20.87396849212303,2016-10-20,FALSE,Excluded (no letters),Excluded,8
1,44.25193357,30.271874886869636,26.193885884037734,2010-05-06,FALSE,Excluded (no letters),Excluded,8
1,42.69408892,31.492712347126822,27.794282861066034,1987-06-11,FALSE,Excluded (no letters),Excluded,8
2,67.70525193,12.564369453270515,7.772397094430993,2010-05-06,FALSE,Excluded (no letters),Excluded,5
2,68.1449563,23.45196121639489,7.9283301848989645,2005-05-05,FALSE,Excluded (no letters),Excluded,5
2,54.367502079999994,5.159873423699995,18.253525159258462,2017-06-09,FALSE,Excluded (no letters),Excluded,5
1,53.67724331,4.877195029461525,16.983223524429885,2010-05-06,TRUE,Excluded (no letters),Excluded,5
1,59.386528240000004,42.342391403002416,14.803803470282183,2015-05-08,FALSE,Excluded (no letters),Excluded,5
1,52.51939236,37.76805794124417,19.571178605938734,2010-05-06,TRUE,Excluded (no letters),Excluded,5
2,61.01018397,9.417890392552069,10.46148160694763,2015-05-08,TRUE,Excluded (no letters),Excluded,2
2,59.79113324000001,18.35809123176022,11.448580248488405,2005-05-05,TRUE,Excluded (no letters),Excluded,2
1,53.681448210000006,9.612741683453509,12.25407747196738,1997-05-01,FALSE,Excluded (no letters),Excluded,8
1,56.01651912,22.18226519641121,12.248269647170734,1975-06-26,FALSE,Excluded (no letters),Excluded,8
1,59.322313199999996,19.312238757748926,12.811984569457888,2005-05-05,FALSE,Excluded (no letters),Excluded,5
2,57.57425456000001,5.220563091302862,12.997936284966096,2001-06-07,FALSE,Excluded (no letters),Excluded,10
1,48.46191607,12.296936047707177,21.22014043258883,2010-05-06,FALSE,Excluded (no letters),Excluded,8
1,54.198866300000006,23.261026478744824,17.8770496238974,2005-05-05,TRUE,Excluded (no letters),Excluded,2
1,63.14547474,26.079133172954684,10.901588865623847,2010-05-06,FALSE,Excluded (no letters),Excluded,5
2,49.64809917,32.59608253718972,16.60118699322912,2014-02-13,TRUE,Excluded (no letters),Excluded,2
1,59.86554456,24.784526294525623,10.89049063661869,2015-05-08,FALSE,Excluded (no letters),Excluded,9
2,50.942004159999996,14.07391548692697,13.821039903264811,2001-06-07,FALSE,Excluded (no letters),Excluded,10
2,38.8206767,34.98907474382158,24.95742796812206,2015-05-08,TRUE,Excluded (no letters),Excluded,3
1,44.6677162,14.433977049123234,19.369732315287315,2010-05-06,FALSE,Excluded (no letters),Excluded,3
1,63.66218474000001,27.811550151975684,11.32766949858404,1983-06-09,FALSE,Excluded (no letters),Excluded,3
